t(s),joint,q_ref,qdot_ref,qddot_ref,q_fuzzy,q_hac,e_fuzzy,e_hac,ed_fuzzy,ed_hac,pwm_fuzzy,pwm_hac,delta_pwm,grav_fuzzy,grav_hac
0.6400,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6400,shoulder,-1.016000,-2.800000,5.000000,-1.080923,-1.071438,0.064923,0.055438,1.311312,0.759327,-4.7733,27.6361,-32.4094,-146.2566,-145.5103
0.6400,elbow,0.989312,2.367764,-5.000000,1.072399,1.037727,-0.083088,-0.048415,-0.957839,-0.649301,-146.9451,-95.8459,-51.0992,55.9948,54.9048
0.6400,wrist_angle,0.736000,0.800000,-5.000000,0.763835,0.815741,-0.027835,-0.079741,0.376221,0.353949,-44.3243,-171.7159,127.3917,27.6679,29.1294
0.6400,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.6500,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6500,shoulder,-1.043750,-2.750000,5.000000,-1.122037,-1.107032,0.078287,0.063282,1.361027,0.798249,36.6547,47.1166,-10.4619,-149.3384,-148.2426
0.6500,elbow,1.012739,2.317764,-5.000000,1.105655,1.067897,-0.092916,-0.055159,-0.948199,-0.660118,-172.7017,-113.2365,-59.4652,56.9771,55.8571
0.6500,wrist_angle,0.743750,0.750000,-5.000000,0.768073,0.820202,-0.024323,-0.076452,0.356133,0.418807,-30.7798,-160.6600,129.8803,27.7900,29.2513
0.6500,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.6600,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6600,shoulder,-1.071000,-2.700000,5.000000,-1.163147,-1.142514,0.092147,0.071514,1.396894,0.830642,73.4441,67.6127,5.8313,-152.1677,-150.7795
0.6600,elbow,1.035666,2.267764,-5.000000,1.138315,1.097676,-0.102649,-0.062010,-0.928242,-0.663964,-193.0043,-130.7454,-62.2589,57.8804,56.7471
0.6600,wrist_angle,0.751000,0.700000,-5.000000,0.772012,0.823514,-0.021012,-0.072514,0.327016,0.476296,-19.4485,-148.1520,128.7035,27.9031,29.3415
0.6600,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.6700,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6700,shoulder,-1.097750,-2.650000,5.000000,-1.204116,-1.177820,0.106366,0.080070,1.420462,0.856171,100.7567,88.9449,11.8118,-154.7314,-153.1155
0.6700,elbow,1.058093,2.217764,-5.000000,1.170275,1.126994,-0.112182,-0.068900,-0.900150,-0.660792,-208.0095,-148.1858,-59.8237,58.7047,57.5742
0.6700,wrist_angle,0.757750,0.650000,-5.000000,0.775742,0.825751,-0.017992,-0.068001,0.290347,0.525448,-10.3017,-134.4183,124.1166,28.0098,29.4023
0.6700,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.6800,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6800,shoulder,-1.124000,-2.600000,5.000000,-1.244820,-1.212882,0.120820,0.088882,1.434892,0.874559,118.3202,110.9248,7.3954,-157.0214,-155.2464
0.6800,elbow,1.080021,2.167764,-5.000000,1.201454,1.155779,-0.121433,-0.075758,-0.866042,-0.650632,-218.5917,-165.3717,-53.2199,59.4510,58.3382
0.6800,wrist_angle,0.764000,0.600000,-5.000000,0.779338,0.826996,-0.015338,-0.062996,0.247581,0.565445,-3.1023,-119.7060,116.6037,28.1124,29.4360
0.6800,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.6900,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6900,shoulder,-1.149750,-2.550000,5.000000,-1.285169,-1.247628,0.135419,0.097878,1.443438,0.885593,130.6886,133.3575,-2.6689,-159.0347,-157.1698
0.6900,elbow,1.101448,2.117764,-5.000000,1.231792,1.183963,-0.130344,-0.082515,-0.827691,-0.633586,-225.8108,-182.1200,-43.6909,60.1218,59.0394
0.6900,wrist_angle,0.769750,0.550000,-5.000000,0.782862,0.827342,-0.013112,-0.057592,0.200017,0.595634,2.3870,-104.2785,106.6655,28.2125,29.4454
0.6900,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.7000,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7000,shoulder,-1.175000,-2.500000,5.000000,-1.325104,-1.281984,0.150104,0.106984,1.447836,0.889126,148.2944,156.0424,-7.7480,-160.7724,-158.8851
0.7000,elbow,1.122375,2.067764,-5.000000,1.261247,1.211477,-0.138871,-0.089101,-0.786441,-0.609829,-234.9366,-198.2518,-36.6848,60.7200,59.6787
0.7000,wrist_angle,0.775000,0.500000,-5.000000,0.786362,0.826886,-0.011362,-0.051886,0.148795,0.615538,6.3961,-88.4105,94.8066,28.3115,29.4330
0.7000,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.7100,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7100,shoulder,-1.199750,-2.450000,5.000000,-1.364582,-1.315875,0.164832,0.116125,1.446343,0.885074,176.8896,178.7756,-1.8860,-162.2383,-160.3935
0.7100,elbow,1.142803,2.017764,-5.000000,1.289789,1.238253,-0.146986,-0.095450,-0.741532,-0.579610,-244.5405,-213.5952,-30.9453,61.2495,60.2575
0.7100,wrist_angle,0.779750,0.450000,-5.000000,0.789874,0.825730,-0.010124,-0.045980,0.094901,0.624863,9.0836,-72.3833,81.4669,28.4106,29.4017
0.7100,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.7200,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7200,shoulder,-1.224000,-2.400000,5.000000,-1.403546,-1.349226,0.179546,0.125226,1.435299,0.873425,218.4344,201.3515,17.0830,-163.4372,-161.6980
0.7200,elbow,1.162730,1.967764,-5.000000,1.317382,1.264226,-0.154651,-0.101496,-0.692774,-0.543245,-255.6271,-227.9865,-27.6406,61.7140,60.7776
0.7200,wrist_angle,0.784000,0.400000,-5.000000,0.793425,0.823982,-0.009425,-0.039982,0.039217,0.623504,10.5634,-56.4797,67.0432,28.5104,29.3543
0.7200,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.7300,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7300,shoulder,-1.247750,-2.350000,5.000000,-1.441898,-1.381960,0.194148,0.134210,1.410392,0.854235,274.0231,223.5643,50.4589,-164.3750,-162.8035
0.7300,elbow,1.182158,1.917764,-5.000000,1.343987,1.289336,-0.161829,-0.107179,-0.639573,-0.501115,-270.0176,-241.2721,-28.7455,62.1173,61.2415
0.7300,wrist_angle,0.787750,0.350000,-5.000000,0.797033,0.821747,-0.009283,-0.033997,-0.017453,0.611541,10.8580,-40.9792,51.8372,28.6114,29.2934
0.7300,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.7400,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7400,shoulder,-1.271000,-2.300000,5.000000,-1.479502,-1.414002,0.208502,0.143002,1.366943,0.827625,332.4609,245.2103,87.2505,-165.0598,-163.7167
0.7400,elbow,1.201085,1.867764,-5.000000,1.369561,1.313525,-0.168475,-0.112440,-0.580610,-0.453663,-285.8774,-253.3103,-32.5670,62.4635,61.6519
0.7400,wrist_angle,0.791000,0.300000,-5.000000,0.800708,0.819131,-0.009708,-0.028131,-0.074317,0.589243,9.9618,-26.1527,36.1145,28.7140,29.2221
0.7400,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.7500,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7500,shoulder,-1.293750,-2.250000,5.000000,-1.516172,-1.445279,0.222422,0.151529,1.304006,0.793789,377.8048,266.0898,111.7150,-165.5028,-164.4460
0.7500,elbow,1.219513,1.817764,-5.000000,1.394044,1.336739,-0.174532,-0.117227,-0.515298,-0.401391,-302.8650,-263.9729,-38.8922,62.7568,62.0118
0.7500,wrist_angle,0.793750,0.250000,-5.000000,0.804451,0.816239,-0.010701,-0.022489,-0.130583,0.557061,7.8417,-12.2581,20.0998,28.8180,29.1430
0.7500,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.7600,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7600,shoulder,-1.316000,-2.200000,5.000000,-1.551712,-1.475716,0.235712,0.159716,1.225949,0.752984,410.9278,286.0087,124.9191,-165.7198,-165.0014
0.7600,elbow,1.237440,1.767764,-5.000000,1.417375,1.358931,-0.179935,-0.121491,-0.443186,-0.344847,-320.1966,-273.1462,-47.0504,63.0012,62.3246
0.7600,wrist_angle,0.796000,0.200000,-5.000000,0.808257,0.813168,-0.012257,-0.017168,-0.185433,0.515614,4.3730,0.4643,3.9087,28.9234,29.0587
0.7600,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.7700,waist,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.7700,shoulder,-1.337750,-2.150000,5.000000,-1.585971,-1.505246,0.248221,0.167496,1.136848,0.705532,433.6210,304.7805,128.8405,-165.7309,-165.3940
0.7700,elbow,1.254868,1.717764,-5.000000,1.439484,1.380057,-0.184617,-0.125190,-0.364138,-0.284630,-336.9001,-280.7327,-56.1674,63.2012,62.5939
0.7700,wrist_angle,0.797750,0.150000,-5.000000,0.812111,0.810012,-0.014361,-0.012262,-0.237971,0.465684,-0.6201,11.7962,-12.4163,29.0296,28.9718
0.7700,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.7800,waist,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.7800,shoulder,-1.359000,-2.100000,5.000000,-1.618840,-1.533802,0.259840,0.174802,1.040182,0.651817,448.1213,322.2283,125.8929,-165.5587,-165.6366
0.7800,elbow,1.271795,1.667764,-5.000000,1.460303,1.400081,-0.188508,-0.128286,-0.278406,-0.221373,-351.8203,-286.6519,-65.1684,63.3612,62.8233
0.7800,wrist_angle,0.799000,0.100000,-5.000000,0.815991,0.806855,-0.016991,-0.007855,-0.287177,0.408199,-7.4397,21.5444,-28.9841,29.1362,28.8846
0.7800,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.7900,waist,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.7900,shoulder,-1.379750,-2.050000,5.000000,-1.650242,-1.561320,0.270492,0.181570,0.938685,0.592284,456.8034,338.1864,118.6171,-165.2272,-165.7426
0.7900,elbow,1.288223,1.617764,-5.000000,1.479765,1.418972,-0.191543,-0.130750,-0.186702,-0.155746,-364.0242,-290.8412,-73.1830,63.4860,63.0167
0.7900,wrist_angle,0.799750,0.050000,-5.000000,0.819862,0.803773,-0.020112,-0.004023,-0.331836,0.344214,-16.5078,29.5448,-46.0526,29.2421,28.7992
0.7900,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.8000,waist,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.8000,shoulder,-1.400000,-2.000000,5.000000,-1.680129,-1.587743,0.280129,0.187743,0.834299,0.527430,462.2962,352.5018,109.7943,-164.7603,-165.7262
0.8000,elbow,1.304150,1.567764,-5.000000,1.497810,1.436707,-0.193660,-0.132557,-0.090116,-0.088440,-372.7436,-293.2568,-79.4868,63.5803,63.1778
0.8000,wrist_angle,0.800000,0.000000,0.000000,0.823681,0.800831,-0.023681,-0.000831,-0.370449,0.274894,-28.2872,35.6647,-63.9519,29.3461,28.7174
0.8000,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.8100,waist,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.8100,shoulder,-1.419750,-1.950000,5.000000,-1.708472,-1.613017,0.288722,0.193267,0.728087,0.457804,465.9285,365.0363,100.8922,-164.1816,-165.6023
0.8100,elbow,1.319578,1.517764,-5.000000,1.514389,1.453270,-0.194811,-0.133692,0.009960,-0.020165,-377.5650,-293.8738,-83.6912,63.6486,63.3102
0.8100,wrist_angle,0.800000,0.000000,0.000000,0.827385,0.798082,-0.027385,0.001918,-0.351207,0.251493,-42.1075,42.1385,-84.2460,29.4466,28.6407
0.8100,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.8200,waist,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.8200,shoulder,-1.439000,-1.900000,5.000000,-1.735252,-1.637095,0.296252,0.198095,0.620672,0.384001,468.4334,375.6675,92.7659,-163.5136,-165.3859
0.8200,elbow,1.334505,1.467764,-5.000000,1.529467,1.468649,-0.194961,-0.134144,0.111965,0.048359,-378.1577,-292.6868,-85.4709,63.6956,63.4177
0.8200,wrist_angle,0.800000,0.000000,0.000000,0.830897,0.795567,-0.030897,0.004433,-0.322750,0.223776,-56.7333,47.8508,-104.5840,29.5415,28.5704
0.8200,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.8300,waist,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.8300,shoulder,-1.457750,-1.850000,5.000000,-1.760459,-1.659935,0.302709,0.202185,0.512431,0.306658,470.2693,384.2900,85.9793,-162.7777,-165.0919
0.8300,elbow,1.348933,1.417764,-5.000000,1.543025,1.482843,-0.194092,-0.133910,0.214209,0.116410,-374.4321,-289.7098,-84.7223,63.7254,63.5036
0.8300,wrist_angle,0.800000,0.000000,0.000000,0.834125,0.793329,-0.034125,0.006671,-0.284541,0.192249,-71.2984,52.7045,-124.0029,29.6284,28.5077
0.8300,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8400,waist,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.8400,shoulder,-1.476000,-1.800000,5.000000,-1.784083,-1.681502,0.308083,0.205502,0.403587,0.226444,471.7214,390.8170,80.9045,-161.9942,-164.7353
0.8400,elbow,1.362860,1.367764,-5.000000,1.555060,1.495856,-0.192200,-0.132996,0.314962,0.183271,-366.4923,-284.9762,-81.5161,63.7421,63.5711
0.8400,wrist_angle,0.800000,0.000000,0.000000,0.836970,0.791407,-0.036970,0.008593,-0.236622,0.157485,-84.7851,56.6184,-141.4035,29.7047,28.4537
0.8400,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8500,waist,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.8500,shoulder,-1.493750,-1.750000,5.000000,-1.806119,-1.701766,0.312369,0.208016,0.294269,0.144060,472.9403,395.1809,77.7594,-161.1818,-164.3305
0.8500,elbow,1.376288,1.317764,-5.000000,1.565588,1.507701,-0.189300,-0.131413,0.412540,0.248239,-354.6037,-278.5380,-76.0657,63.7491,63.6231
0.8500,wrist_angle,0.800000,0.000000,0.000000,0.839336,0.789832,-0.039336,0.010168,-0.179710,0.120112,-96.2533,59.5279,-155.7812,29.7680,28.4094
0.8500,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8600,waist,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.8600,shoulder,-1.511000,-1.700000,5.000000,-1.826562,-1.720707,0.315562,0.209707,0.184556,0.060225,474.0078,397.3341,76.6737,-160.3581,-163.8910
0.8600,elbow,1.389216,1.267764,-5.000000,1.574640,1.518397,-0.185425,-0.129181,0.505362,0.310634,-339.4038,-270.4658,-68.9380,63.7495,63.6625
0.8600,wrist_angle,0.800000,0.000000,0.000000,0.841134,0.788631,-0.041134,0.011369,-0.115151,0.080798,-104.9729,61.3866,-166.3595,29.8160,28.3756
0.8600,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8700,waist,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.8700,shoulder,-1.527750,-1.650000,5.000000,-1.845408,-1.738309,0.317658,0.210559,0.074497,-0.024321,474.9621,397.2497,77.7125,-159.5395,-163.4299
0.8700,elbow,1.401643,1.217764,-5.000000,1.582264,1.527968,-0.180621,-0.126325,0.592105,0.369800,-321.8396,-260.8477,-60.9919,63.7458,63.6915
0.8700,wrist_angle,0.800000,0.000000,0.000000,0.842285,0.787823,-0.042285,0.012177,-0.044780,0.040245,-110.4828,62.1666,-172.6495,29.8467,28.3528
0.8700,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8800,waist,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.8800,shoulder,-1.544000,-1.600000,5.000000,-1.862653,-1.754566,0.318653,0.210566,-0.035870,-0.108833,475.8195,394.9215,80.8980,-158.7407,-162.9591
0.8800,elbow,1.413571,1.167764,-5.000000,1.588521,1.536448,-0.174950,-0.122877,0.671822,0.425119,-303.1663,-249.7882,-53.3782,63.7400,63.7124
0.8800,wrist_angle,0.800000,0.000000,0.000000,0.842733,0.787420,-0.042733,0.012580,0.029266,-0.000828,-112.5207,61.8594,-174.3801,29.8586,28.3414
0.8800,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8900,waist,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.8900,shoulder,-1.559750,-1.550000,5.000000,-1.878294,-1.769477,0.318544,0.209727,-0.146512,-0.192564,476.5786,390.3647,86.2139,-157.9753,-162.4893
0.8900,elbow,1.424999,1.117764,-5.000000,1.593480,1.543874,-0.168482,-0.118875,0.744069,0.476015,-284.6246,-237.4072,-47.2174,63.7336,63.7269
0.8900,wrist_angle,0.800000,0.000000,0.000000,0.842440,0.787429,-0.042440,0.012571,0.104670,-0.041697,-110.9436,60.4752,-171.4188,29.8508,28.3416
0.8900,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9000,waist,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.9000,shoulder,-1.575000,-1.500000,5.000000,-1.892329,-1.783052,0.317329,0.208052,-0.257397,-0.274769,477.2257,383.6152,93.6104,-157.2557,-162.0303
0.9000,elbow,1.435926,1.067764,-5.000000,1.597217,1.550292,-0.161291,-0.114365,0.808900,0.521958,-267.2047,-223.8389,-43.3658,63.7278,63.7366
0.9000,wrist_angle,0.800000,0.000000,0.000000,0.841393,0.787846,-0.041393,0.012154,0.179023,-0.081643,-105.6668,58.0435,-163.7103,29.8229,28.3534
0.9000,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9100,waist,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.9100,shoulder,-1.589750,-1.450000,5.000000,-1.904755,-1.795304,0.315005,0.205554,-0.368489,-0.354718,477.7340,374.7297,103.0043,-156.5927,-161.5903
0.9100,elbow,1.446354,1.017764,-5.000000,1.599806,1.555750,-0.153452,-0.109396,0.866762,0.562474,-251.3631,-209.2297,-42.1333,63.7232,63.7428
0.9100,wrist_angle,0.800000,0.000000,0.000000,0.839603,0.788662,-0.039603,0.011338,0.249858,-0.119968,-96.7178,54.6119,-151.3297,29.7751,28.3764
0.9100,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9200,waist,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.9200,shoulder,-1.604000,-1.400000,5.000000,-1.915570,-1.806257,0.311570,0.202257,-0.479742,-0.431700,478.0578,363.7850,114.2728,-155.9959,-161.1765
0.9200,elbow,1.456282,0.967764,-5.000000,1.601316,1.560302,-0.145034,-0.104021,0.918288,0.597147,-239.0297,-193.7374,-45.2923,63.7203,63.7465
0.9200,wrist_angle,0.800000,0.000000,0.000000,0.837105,0.789862,-0.037105,0.010138,0.314726,-0.156005,-84.3564,50.2453,-134.6017,29.7083,28.4102
0.9200,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.9300,waist,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.9300,shoulder,-1.617750,-1.350000,5.000000,-1.924772,-1.815940,0.307022,0.198190,-0.591095,-0.505029,478.1243,350.8773,127.2469,-155.4738,-160.7945
0.9300,elbow,1.465709,0.917764,-5.000000,1.601811,1.564009,-0.136101,-0.098299,0.964880,0.625623,-226.6228,-177.5286,-49.0941,63.7193,63.7485
0.9300,wrist_angle,0.800000,0.000000,0.000000,0.833957,0.791422,-0.033957,0.008578,0.371352,-0.189130,-69.2456,45.0249,-114.2705,29.6239,28.4541
0.9300,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.9400,waist,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.9400,shoulder,-1.631000,-1.300000,5.000000,-1.932361,-1.824390,0.301361,0.193390,-0.702463,-0.574050,477.8141,336.1215,141.6926,-155.0333,-160.4489
0.9400,elbow,1.474637,0.867764,-5.000000,1.601340,1.566930,-0.126702,-0.092293,1.006510,0.647615,-214.7335,-160.7776,-53.9559,63.7203,63.7495
0.9400,wrist_angle,0.800000,0.000000,0.000000,0.830244,0.793313,-0.030244,0.006687,0.417903,-0.218775,-52.4832,39.0464,-91.5296,29.5238,28.5073
0.9400,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.9500,waist,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.9500,shoulder,-1.643750,-1.250000,5.000000,-1.938337,-1.831649,0.294587,0.187899,-0.813723,-0.638148,476.9173,319.6497,157.2676,-154.6802,-160.1427
0.9500,elbow,1.483065,0.817764,-5.000000,1.599952,1.569132,-0.116887,-0.086067,1.043384,0.662908,-204.5471,-143.6641,-60.8830,63.7229,63.7499
0.9500,wrist_angle,0.800000,0.000000,0.000000,0.826065,0.795501,-0.026065,0.004499,0.453278,-0.244433,-35.4611,32.4185,-67.8796,29.4108,28.5686
0.9500,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.9600,waist,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.9600,shoulder,-1.656000,-1.200000,5.000000,-1.942700,-1.837768,0.286700,0.181768,-0.924679,-0.696752,475.0733,301.6102,173.4631,-154.4189,-159.8782
0.9600,elbow,1.490993,0.767764,-5.000000,1.597696,1.570680,-0.106703,-0.079687,1.076183,0.671354,-189.7305,-126.3712,-63.3593,63.7269,63.7500
